name,followers,popularity,genres,chart_hits
Lenier,67797.0,55,['cubaton'],['do (1)']
Mer,1962.0,32,['indie viet'],['vn (1)']
Paula Mattos,2392111.0,48,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (2)']
Alex Hepburn,37529.0,43,['british soul'],"['be (1)', 'fr (1)', 'ch (1)']"
Kudos,2129.0,38,['russelater'],['no (1)']
Bernhoft,105919.0,40,"['modern funk', 'norwegian indie', 'norwegian pop']",['no (4)']
Led Zeppelin,12553050.0,76,"['album rock', 'classic rock', 'hard rock', 'rock']","['ar (1)', 'br (1)', 'bg (1)', 'cl (1)', 'hu (1)', 'il (1)', 'my (1)', 'nl (1)', 'th (1)']"
Cruz,3332.0,30,[],['pe (1)']
Stay Homas,90397.0,51,['musica catalana'],['es (2)']
Mehdi Mozayine,189677.0,44,['moroccan pop'],['ma (5)']
Karl Wolf,61701.0,43,"['canadian pop', 'pop quebecois']",['ca (1)']
Ingo ohne Flamingo,34878.0,43,['partyschlager'],"['at (1)', 'de (1)']"
Gatton,58103.0,55,"['gen z singer-songwriter', 'opm']",['ph (2)']
Revol,749518.0,59,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']","['ar (2)', 'bo (2)', 'cl (3)', 'co (2)', 'cr (2)', 'do (3)', 'ec (2)', 'sv (2)', 'gt (2)', 'hn (2)', 'mt (1)', 'mx (1)', 'ni (2)', 'pa (2)', 'py (2)', 'pe (2)', 'es (2)', 'uy (2)']"
Morissette,1072123.0,55,['opm'],['ph (2)']
Bella & Filippa,2945.0,12,['melodipop'],['se (1)']
Childish Gambino,9784282.0,78,"['atl hip hop', 'hip hop', 'pop', 'rap']","['us (21)', 'gb (7)', 'ar (1)', 'au (17)', 'at (3)', 'be (4)', 'bo (2)', 'br (2)', 'bg (6)', 'ca (16)', 'cl (1)', 'co (3)', 'cr (2)', 'cy (4)', 'cz (4)', 'dk (4)', 'do (3)', 'ec (2)', 'sv (2)', 'ee (6)', 'fi (3)', 'fr (3)', 'de (3)', 'gr (4)', 'gt (2)', 'hn (3)', 'hk (4)', 'hu (4)', 'is (7)', 'id (3)', 'ie (6)', 'il (4)', 'it (3)', 'jp (2)', 'lv (7)', 'lt (7)', 'lu (4)', 'my (4)', 'mt (4)', 'mx (2)', 'ma (1)', 'nl (3)', 'nz (6)', 'ni (2)', 'no (4)', 'pa (3)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (3)', 'pt (6)', 'ro (4)', 'sg (4)', 'sk (4)', 'za (1)', 'es (4)', 'se (3)', 'ch (4)', 'tw (4)', 'th (3)', 'tr (3)', 'ae (1)', 'uy (1)', 'vn (3)']"
Jabriell,2545.0,52,['reggaeton colombiano'],"['do (5)', 'pa (2)']"
Bandang Lapis,342901.0,54,['opm'],"['ph (3)', 'ae (1)']"
Porsche Boy,16450.0,44,"['czech hip hop', 'czsk hip hop', 'slovak trap']","['cz (1)', 'sk (18)']"
CoverHits,234.0,11,[],['cz (1)']
Danny,1292.0,34,[],['fi (1)']
VIIVI,16068.0,44,"['finnish dance pop', 'finnish pop']",['fi (13)']
Nicholas Bonnin,4234.0,57,[],"['at (1)', 'bg (1)', 'de (1)']"
Baschi,19248.0,34,"['mundart', 'swiss hip hop', 'swiss indie', 'swiss rock']",['ch (1)']
Black Moose,1882.0,22,[],['se (1)']
marp$,1991.0,27,['estonian hip hop'],['ee (6)']
Dudu Aharon,144921.0,43,"['israeli mediterranean', 'israeli pop', 'mizrahi']",['il (11)']
JEREMY,49.0,0,[],['id (1)']
Jannine Weigel,20081.0,33,[],['th (1)']
Five For Fighting,763055.0,59,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']","['my (1)', 'ph (1)']"
Jimmy Eat World,1328938.0,66,"['alternative rock', 'emo', 'modern power pop', 'modern rock', 'neo mellow', 'pop punk', 'pop rock', 'rock']",['hu (1)']
John Tesh,15488.0,41,"['new age', 'new age piano']","['ee (1)', 'gr (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'pl (1)']"
WALLA,14657.0,29,[],"['au (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'my (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'sg (1)', 'sk (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
Sherman Smith,729.0,22,['ritmo kombina'],['do (1)']
Patterns,32262.0,32,['indie tico'],['cr (2)']
Thu Minh,32366.0,25,"['v-pop', 'vietnamese pop']",['vn (1)']
Skofka,74638.0,56,['ukrainian pop'],['ua (5)']
prettieboy johnson,1489.0,21,['trap tuga'],['pt (1)']
Julianno Sosa,244495.0,71,"['trap latino', 'urbano chileno']","['ar (1)', 'bo (1)', 'cl (15)', 'co (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'mx (1)', 'pa (1)', 'py (1)', 'pe (1)', 'es (1)', 'uy (1)']"
Fiona Apple,1049144.0,62,"['art pop', 'chamber pop', 'dark pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'singer-songwriter']",['us (1)']
Boom Boom Cash,29054.0,20,[],['th (3)']
TVORCHI,34402.0,39,['ukrainian pop'],['ua (1)']
Omah Lay,665118.0,68,['afro dancehall'],"['us (1)', 'gb (1)', 'at (1)', 'be (1)', 'ca (1)', 'cy (1)', 'dk (1)', 'de (1)', 'hk (1)', 'is (1)', 'lu (1)', 'nl (1)', 'no (1)', 'za (1)', 'kr (1)', 'se (1)', 'ch (1)', 'tw (1)', 'ae (1)', 'vn (1)']"
Sicario,1833.0,39,[],['fr (1)']
Dom La Nena,36960.0,44,['nova mpb'],"['ru (1)', 'ua (1)']"
Red Band,32448.0,39,['israeli rock'],['il (1)']
Marlo Mortel,16071.0,28,['opm'],['ph (1)']
Pretty Scream,18637.0,37,['russian hip hop'],"['ru (3)', 'ua (1)']"
Donika,4000.0,29,"['bulgarian pop', 'chalga']",['bg (2)']
Kevin,145.0,6,[],['nl (1)']
Brooke Fraser,110996.0,45,"['nz christian', 'nz pop', 'worship']",['nz (2)']
Killer Kamal,93475.0,44,['dutch hip hop'],"['be (1)', 'nl (8)']"
Mark Eliyahu,134953.0,57,['turkish instrumental'],['tr (1)']
DJ Inappropriate,7683.0,18,[],"['no (1)', 'se (1)']"
Mthandazo Gatya,7749.0,33,['afro soul'],['za (1)']
Halsey,18336232.0,83,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']","['us (35)', 'gb (9)', 'ar (4)', 'au (16)', 'at (8)', 'be (10)', 'bo (2)', 'br (7)', 'bg (35)', 'ca (19)', 'cl (3)', 'co (4)', 'cr (4)', 'cy (12)', 'cz (13)', 'dk (7)', 'do (5)', 'ec (2)', 'eg (10)', 'sv (6)', 'ee (16)', 'fi (9)', 'fr (3)', 'de (7)', 'gr (23)', 'gt (5)', 'hn (6)', 'hk (15)', 'hu (16)', 'is (8)', 'in (5)', 'id (10)', 'ie (11)', 'il (5)', 'it (6)', 'jp (4)', 'lv (17)', 'lt (16)', 'lu (12)', 'my (17)', 'mt (13)', 'mx (3)', 'ma (4)', 'nl (7)', 'nz (12)', 'ni (4)', 'no (12)', 'pa (6)', 'py (4)', 'pe (2)', 'ph (12)', 'pl (12)', 'pt (12)', 'ro (9)', 'ru (1)', 'sa (11)', 'sg (17)', 'sk (14)', 'za (6)', 'kr (3)', 'es (5)', 'se (8)', 'ch (11)', 'tw (16)', 'th (8)', 'tr (10)', 'ua (2)', 'ae (7)', 'uy (5)', 'vn (7)']"
Ahmed Abdo,135214.0,34,['mahraganat'],['eg (4)']
Grewal,6030.0,50,[],['in (1)']
BOTASHE,2339.0,35,"['ukrainian hip hop', 'ukrainian pop', 'ukrainian viral pop']",['ua (1)']
Oskar Westerlin,11015.0,42,[],['no (7)']
Monsieur Job,940.0,7,[],"['cy (1)', 'lv (1)']"
MC Meno K,117024.0,53,"['funk carioca', 'funk mtg', 'funk ostentacao', 'funk viral']",['br (3)']
AstralKid22,15059.0,41,"['czech hip hop', 'czsk hip hop', 'slovak trap']","['cz (2)', 'sk (12)']"
SZA,8374364.0,83,"['pop', 'r&b', 'rap']","['us (13)', 'gb (8)', 'au (7)', 'at (3)', 'be (6)', 'bg (7)', 'ca (8)', 'cr (1)', 'cy (7)', 'cz (5)', 'dk (5)', 'do (1)', 'eg (1)', 'ee (7)', 'fi (4)', 'fr (1)', 'de (3)', 'gr (6)', 'hk (6)', 'hu (5)', 'is (6)', 'in (1)', 'id (4)', 'ie (7)', 'il (4)', 'jp (4)', 'lv (6)', 'lt (7)', 'lu (7)', 'my (6)', 'mt (4)', 'ma (2)', 'nl (4)', 'nz (8)', 'no (7)', 'pa (1)', 'ph (6)', 'pl (3)', 'pt (7)', 'ro (4)', 'sa (3)', 'sg (6)', 'sk (5)', 'za (5)', 'kr (2)', 'se (4)', 'ch (5)', 'tw (6)', 'th (5)', 'tr (1)', 'ua (1)', 'ae (4)', 'vn (3)']"
Felo,80644.0,31,['mahraganat'],['eg (2)']
Adriana,302.0,10,['brazilian ccm'],['es (1)']
Rila Kuma,1675.0,14,[],['sa (1)']
ANNA,99396.0,62,['italian hip hop'],"['at (1)', 'dk (1)', 'fr (1)', 'de (1)', 'it (9)', 'ch (1)']"
Assala Nasri,2202232.0,51,"['arab pop', 'classic arab pop', 'khaliji', 'syrian pop']","['eg (1)', 'sa (10)']"
Son Mieux,35113.0,55,"['dutch indie', 'dutch pop', 'dutch rock', 'folk-pop']",['nl (1)']
Christine and the Queens,620061.0,57,"['art pop', 'electro-pop francais', 'electropop', 'metropopolis', 'shimmer pop']","['gb (1)', 'au (1)', 'be (7)', 'fr (7)', 'ie (2)', 'lv (1)', 'lt (1)', 'nl (1)', 'nz (1)', 'ch (2)']"
Kevin Tandu,2212.0,28,"['finnish dance pop', 'finnish drill', 'finnish hip hop']",['fi (3)']
Yo Lee,50154.0,44,"['mandopop', 'taiwan pop', 'taiwan singer-songwriter']",['tw (8)']
Theia,5907.0,29,['nz pop'],"['au (1)', 'nz (1)']"
Alan Kuo,26050.0,35,"['mandopop', 'taiwan pop']",['tw (1)']
Lil Vinceyy,9240.0,36,"['pinoy hip hop', 'tagalog rap']","['ph (1)', 'ae (1)']"
Axel Kala,3355.0,40,"['finnish hip hop', 'suomirap']",['fi (5)']
Modern Talking,1091179.0,65,"['eurodance', 'europop', 'german pop', 'synthpop']",['mt (1)']
Zera,45780.0,50,['turbo folk'],['at (1)']
The Lumineers,4861206.0,77,"['folk-pop', 'stomp and holler']","['us (10)', 'gb (2)', 'ar (1)', 'au (2)', 'at (3)', 'be (2)', 'br (1)', 'bg (1)', 'ca (12)', 'cl (1)', 'co (1)', 'cr (1)', 'cz (3)', 'dk (1)', 'ec (1)', 'ee (2)', 'fi (1)', 'fr (2)', 'de (2)', 'gr (2)', 'hk (1)', 'hu (2)', 'is (3)', 'id (1)', 'ie (3)', 'it (3)', 'lv (4)', 'lt (2)', 'lu (1)', 'my (1)', 'mt (3)', 'mx (1)', 'nl (1)', 'nz (2)', 'no (2)', 'pe (1)', 'pl (3)', 'pt (6)', 'sg (2)', 'sk (2)', 'za (1)', 'es (1)', 'se (2)', 'ch (3)', 'tw (1)', 'tr (2)', 'uy (1)']"
Arnon,9768.0,41,[],['id (1)']
Hyphen Hyphen,81191.0,42,"['french indie pop', 'french indietronica', 'new french touch', 'nice indie']",['fr (1)']
Tsew The Kid,230977.0,55,"['french hip hop', 'rap calme']",['fr (2)']
JC Reyes,77699.0,63,"['flamenco urbano', 'trap latino', 'urbano espanol']","['cl (2)', 'es (2)', 'uy (1)']"
6ix9ine,6695140.0,72,"['emo rap', 'rap', 'trap']","['us (19)', 'gb (14)', 'ar (4)', 'au (11)', 'at (15)', 'be (19)', 'bo (6)', 'br (1)', 'bg (21)', 'ca (20)', 'cl (5)', 'co (4)', 'cr (10)', 'cy (13)', 'cz (16)', 'dk (13)', 'do (11)', 'ec (4)', 'eg (2)', 'sv (8)', 'ee (14)', 'fi (18)', 'fr (11)', 'de (17)', 'gr (20)', 'gt (6)', 'hn (9)', 'hk (4)', 'hu (14)', 'is (18)', 'in (2)', 'id (2)', 'ie (10)', 'il (8)', 'it (10)', 'jp (1)', 'lv (17)', 'lt (10)', 'lu (23)', 'my (4)', 'mt (11)', 'mx (5)', 'ma (9)', 'nl (17)', 'nz (13)', 'ni (5)', 'no (15)', 'pa (10)', 'py (4)', 'pe (4)', 'ph (2)', 'pl (11)', 'pt (13)', 'ro (19)', 'ru (2)', 'sa (2)', 'sg (4)', 'sk (34)', 'za (2)', 'es (7)', 'se (13)', 'ch (21)', 'tw (5)', 'th (2)', 'tr (3)', 'ua (2)', 'ae (2)', 'uy (4)', 'vn (2)']"
Eric Prydz,513610.0,63,"['disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'vocal house']",['be (1)']
Sfera Ebbasta,4975040.0,77,"['italian hip hop', 'italian pop', 'trap italiana']","['at (1)', 'bo (1)', 'cl (1)', 'ec (1)', 'de (1)', 'it (56)', 'lu (5)', 'ma (1)', 'pa (1)', 'py (1)', 'pe (1)', 'es (1)', 'ch (27)', 'uy (1)']"
Lagualair,5.0,0,[],['is (1)']
L.A.B.,196202.0,57,['nz reggae'],['nz (27)']
MotB,4318.0,41,"['german hip hop', 'german trap']",['de (1)']
EyeballRay,5316.0,37,['taiwan hip hop'],['tw (1)']
The Landers,830197.0,60,"['desi hip hop', 'desi pop', 'punjabi pop']",['in (1)']
G-DRAGON,2745828.0,59,"['k-pop', 'k-rap']","['hk (7)', 'id (3)', 'my (7)', 'sg (6)', 'kr (1)', 'tw (7)']"
KALEO,2.0,67,"['icelandic indie', 'icelandic rock', 'modern alternative rock']","['au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'fr (1)', 'de (1)', 'gr (2)', 'hu (1)', 'is (19)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'no (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sk (1)', 'es (1)', 'ch (2)', 'tr (1)']"
Pharrell Williams,4018182.0,81,"['hip hop', 'pop']","['us (6)', 'gb (6)', 'ar (3)', 'au (5)', 'at (4)', 'be (6)', 'bo (4)', 'br (5)', 'bg (5)', 'ca (6)', 'cl (2)', 'co (3)', 'cr (3)', 'cy (2)', 'cz (4)', 'dk (6)', 'do (3)', 'ec (3)', 'sv (4)', 'ee (5)', 'fi (3)', 'fr (11)', 'de (3)', 'gr (3)', 'gt (4)', 'hn (3)', 'hk (4)', 'hu (4)', 'is (5)', 'id (1)', 'ie (5)', 'il (2)', 'it (3)', 'jp (2)', 'lv (6)', 'lt (7)', 'lu (4)', 'my (4)', 'mt (4)', 'mx (3)', 'nl (6)', 'nz (5)', 'ni (2)', 'no (5)', 'pa (3)', 'py (3)', 'pe (2)', 'ph (4)', 'pl (5)', 'pt (3)', 'ro (2)', 'sg (4)', 'sk (4)', 'za (1)', 'kr (1)', 'es (3)', 'se (4)', 'ch (8)', 'tw (4)', 'th (1)', 'tr (4)', 'ae (1)', 'uy (4)', 'vn (1)']"
Jay Rock,1290034.0,70,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']","['us (4)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'il (1)', 'jp (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (2)', 'sa (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'tr (1)']"
diso.kognityvas,1799.0,28,"['baltic post-punk', 'lithuanian pop']",['lt (1)']
Zoro&Buzz,28435.0,39,['greek underground rap'],['gr (4)']
La Sonora Dinamita,631482.0,65,"['cumbia', 'ranchera', 'salsa colombiana', 'tropical']",['sv (9)']
Nas,2963116.0,72,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']","['us (6)', 'gb (2)', 'au (1)', 'bg (2)', 'ca (5)', 'gr (2)', 'ie (1)', 'ro (2)', 'za (8)']"
Hornet La Frappe,1455824.0,62,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']","['be (5)', 'fr (59)', 'lu (2)', 'ma (1)', 'ch (4)']"
Marthe Wang,8747.0,33,"['norske viser', 'norwegian indie', 'norwegian pop']",['no (1)']
Aretha Franklin,2965580.0,69,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']","['gb (4)', 'au (2)', 'be (2)', 'bg (1)', 'cz (1)', 'hu (2)', 'ie (2)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'nl (3)', 'nz (2)', 'pl (1)', 'pt (2)', 'sk (1)', 'se (2)', 'ch (1)']"
Laila Chakir,22344.0,42,['rif'],['ma (1)']
Abraham Mateo,1420176.0,64,"['dominican pop', 'latin arena pop', 'latin pop', 'latin viral pop', 'reggaeton', 'spanish pop']","['ar (6)', 'bo (7)', 'cl (6)', 'co (4)', 'cr (3)', 'do (1)', 'ec (7)', 'sv (3)', 'gt (7)', 'hn (1)', 'mt (1)', 'mx (4)', 'ni (1)', 'pa (6)', 'py (6)', 'pe (7)', 'es (9)', 'uy (8)']"
Amaia Montero,1054590.0,57,"['latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']",['es (3)']
Angeles,5918.0,29,[],"['bo (1)', 'es (1)']"
Tom & Collins,32153.0,47,['mexican edm'],['uy (1)']
Brent Faiyaz,2716447.0,80,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']","['us (19)', 'gb (5)', 'au (3)', 'ca (8)', 'cy (1)', 'ee (2)', 'de (1)', 'is (2)', 'ie (3)', 'lv (1)', 'lt (3)', 'lu (1)', 'nl (1)', 'nz (4)', 'no (3)', 'za (23)', 'ch (1)', 'ae (5)']"
Chris Botti,133142.0,52,"['jazz trumpet', 'smooth jazz']","['cz (1)', 'ee (1)', 'gr (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'pl (1)', 'sk (1)']"
Gaba Cannal,104035.0,42,"['afro soul', 'amapiano', 'south african pop']",['za (4)']
Austin Mahone,1989356.0,60,"['dance pop', 'pop', 'post-teen pop', 'viral pop']","['us (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'dk (3)', 'sv (1)', 'ee (1)', 'fi (1)', 'gr (1)', 'gt (1)', 'hk (1)', 'hu (1)', 'is (1)', 'jp (1)', 'lv (1)', 'lt (1)', 'my (1)', 'mt (1)', 'no (1)', 'pe (1)', 'ph (2)', 'sg (1)', 'sk (1)', 'se (1)', 'tw (1)', 'vn (1)']"
Cem Karaca,1528760.0,57,"['anadolu rock', 'karadeniz turkuleri', 'turkish psych', 'turkish rock']","['cy (1)', 'tr (2)']"
KM,17132.0,53,['j-rap'],['jp (1)']
Megan Davies,124771.0,53,"['acoustic cover', 'channel pop', 'neo mellow', 'viral pop']","['ar (1)', 'br (1)', 'ca (1)', 'gr (1)', 'my (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'sg (1)', 'ch (1)', 'tr (1)']"
TY1,29999.0,47,['italian hip hop'],['it (9)']
Flying Saucer Gang,10508.0,27,"['lithuanian hip hop', 'lithuanian pop', 'lithuanian trap']",['lt (18)']
VO,9454.0,25,[],['sa (1)']
Sjava,595914.0,47,"['afro soul', 'south african pop']",['za (4)']
Maimoa,20756.0,36,"['pacific islands pop', 'waiata maori']",['nz (1)']
Yiyo Sarante,411587.0,62,"['dominican pop', 'modern salsa', 'salsa', 'tropical']","['co (1)', 'do (14)', 'ec (2)']"
CHROMANCE,31451.0,52,['modern indie pop'],['vn (1)']
Dax,799702.0,66,"['canadian hip hop', 'ottawa rap']",['za (1)']
$NOT,1164155.0,72,"['aesthetic rap', 'florida rap', 'rap', 'underground hip hop']","['us (2)', 'au (1)', 'at (1)', 'bg (1)', 'ca (2)', 'cz (1)', 'ee (3)', 'fi (1)', 'de (1)', 'hu (1)', 'is (1)', 'lv (3)', 'lt (3)', 'lu (1)', 'nz (1)', 'ro (1)', 'ru (1)', 'sk (1)', 'za (1)', 'ch (1)', 'ua (1)']"
Canesecco,103947.0,28,"['italian hip hop', 'italian underground hip hop']",['it (1)']
IOWA,136083.0,40,"['belarusian pop', 'russian alt pop', 'russian dance pop', 'russian pop']",['ru (1)']
Valovuosi,761.0,22,['finnish dance pop'],['fi (3)']
NCT 127,5670675.0,72,"['k-pop', 'k-pop boy group']","['hk (2)', 'id (17)', 'jp (2)', 'my (15)', 'ph (2)', 'sg (9)', 'kr (20)', 'tw (3)', 'th (43)', 'vn (8)']"
Bella Poarch,854059.0,66,['modern alternative pop'],"['us (1)', 'gb (1)', 'ar (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'in (1)', 'id (1)', 'ie (1)', 'il (1)', 'jp (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'kr (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'ua (1)', 'ae (1)', 'uy (1)', 'vn (1)']"
2.clock,12049.0,39,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap pop']",['se (2)']
El Dakhlaweya,216127.0,24,"['mahraganat', 'shaabi']",['eg (1)']
Tomas Klus,132636.0,46,"['czech folk', 'czech pop', 'czech pop rock', 'czech rock', 'czech singer-songwriter']",['cz (1)']
Jesper Livid,1359.0,30,['danish pop'],['dk (3)']
Jung,20430.0,45,['danish pop'],['dk (5)']
DJ AK BR,1653.0,65,[],"['br (1)', 'pt (1)']"
Vou pro Sereno,274884.0,59,"['pagode novo', 'samba moderno']",['br (1)']
Dream,1160675.0,56,['dream smp'],"['us (3)', 'gb (3)', 'au (2)', 'bg (3)', 'ca (3)', 'cz (1)', 'ee (3)', 'fi (1)', 'ie (2)', 'lv (3)', 'lt (3)', 'my (1)', 'no (1)', 'pl (2)', 'ro (3)', 'sg (1)', 'se (1)', 'ae (3)']"
Mon Monik,1503.0,28,[],['th (2)']
Natalie La Rose,107290.0,51,[],"['us (2)', 'gb (2)', 'ar (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (2)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (2)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (2)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (2)', 'pl (1)', 'pt (1)', 'sg (2)', 'sk (1)', 'es (1)', 'se (1)', 'ch (2)', 'tw (1)', 'tr (1)', 'uy (1)']"
Vercetti,442.0,2,[],['gr (1)']
Axel Johansson,554225.0,51,['pop edm'],"['cz (1)', 'hu (1)', 'lt (1)', 'sk (1)', 'vn (1)']"
Caio Luccas,166652.0,69,['trap brasileiro'],['br (1)']
Project 46,49785.0,44,"['complextro', 'edm', 'electro house', 'gaming edm', 'melodic dubstep', 'pop edm', 'progressive electro house']",['ca (1)']
YOO YOUNG JIN,7509.0,34,[],"['my (1)', 'tw (1)']"
Unge Ferrari,52155.0,49,"['norwegian indie', 'norwegian pop', 'norwegian pop rap', 'scandinavian r&b']",['no (18)']
Raphael Gualazzi,51959.0,42,[],['it (2)']
"YENTED, Minchang, gomen.",27.0,0,[],['th (1)']
Pabllo Vittar,3881686.0,65,"['dance pop', 'funk carioca', 'funk pop', 'pop', 'pop lgbtq+ brasileira', 'pop nacional']","['br (34)', 'pt (4)']"
Tyga,6638519.0,80,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (14)', 'gb (4)', 'ar (1)', 'au (11)', 'at (6)', 'be (3)', 'bo (2)', 'br (1)', 'bg (13)', 'ca (18)', 'cl (1)', 'co (2)', 'cr (3)', 'cy (10)', 'cz (3)', 'dk (9)', 'do (2)', 'ec (2)', 'eg (1)', 'sv (2)', 'ee (5)', 'fi (8)', 'fr (3)', 'de (13)', 'gr (9)', 'gt (2)', 'hn (2)', 'hk (3)', 'hu (8)', 'is (3)', 'id (1)', 'ie (3)', 'il (4)', 'it (2)', 'jp (1)', 'lv (6)', 'lt (6)', 'lu (9)', 'my (3)', 'mt (15)', 'mx (2)', 'ma (4)', 'nl (3)', 'nz (10)', 'ni (2)', 'no (10)', 'pa (2)', 'py (2)', 'pe (2)', 'ph (3)', 'pl (3)', 'pt (3)', 'ro (10)', 'ru (1)', 'sa (2)', 'sg (4)', 'sk (4)', 'za (6)', 'kr (1)', 'es (2)', 'se (3)', 'ch (12)', 'tw (3)', 'th (4)', 'tr (3)', 'ae (4)', 'uy (1)', 'vn (2)']"
Goodboys,40626.0,70,['uk dance'],"['cz (1)', 'hu (1)', 'it (1)', 'nl (1)', 'sk (1)', 'ch (1)']"
Donna Summer,1596843.0,64,"['dance pop', 'disco', 'hi-nrg', 'new wave pop']",['nl (1)']
Diaz & Bruno,8048.0,32,"['basshall', 'dutch rap pop']",['nl (3)']
ALEE,54347.0,41,"['hungarian hip hop', 'hungarian pop']",['hu (12)']
GREY D,21011.0,54,['v-pop'],['vn (5)']
Whenua Patuwai,4832.0,32,['waiata maori'],['nz (1)']
Mickey J. Meyer,820052.0,53,['tollywood'],['in (1)']
DJ ARTHUZIIN,34392.0,41,"['funk bh', 'funk mtg']",['br (1)']
Paola Jara,615742.0,53,['musica popular colombiana'],['co (1)']
A Edwin Rootz,1.0,0,[],['ee (1)']
TJ_beastboy,294299.0,60,['deep german hip hop'],"['at (15)', 'de (14)']"
I'm With Her,73836.0,45,"['folk', 'indie folk', 'new americana', 'progressive bluegrass']",['es (1)']
Fakkboiz,6805.0,34,['fotbollslatar'],"['no (3)', 'se (2)']"
Roxx Remora,263.0,12,[],['lu (1)']
Aeh Syndrome,808.0,0,[],['th (2)']
Kaka,38464.0,39,[],['in (5)']
Akim,24157.0,15,['panamanian pop'],['pa (1)']
