name,followers,popularity,genres,chart_hits
Thomas Gold,163074.0,51,"['big room', 'edm', 'electro house', 'funky tech house', 'german techno', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']","['us (1)', 'au (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'id (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'nz (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'ch (1)', 'tw (1)']"
Feby Putri,1126780.0,65,['indonesian pop'],"['id (3)', 'my (1)']"
Winterland Big Band,3.0,0,[],"['gb (1)', 'au (1)']"
Doris 68,2.0,0,[],['ni (10)']
Cardi B,20361435.0,80,"['dance pop', 'pop', 'rap']","['us (19)', 'gb (17)', 'ar (2)', 'au (16)', 'at (10)', 'be (10)', 'bo (3)', 'br (5)', 'bg (19)', 'ca (19)', 'cl (2)', 'co (4)', 'cr (6)', 'cy (15)', 'cz (9)', 'dk (11)', 'do (14)', 'ec (2)', 'eg (3)', 'sv (5)', 'ee (11)', 'fi (11)', 'fr (7)', 'de (10)', 'gr (16)', 'gt (3)', 'hn (6)', 'hk (10)', 'hu (11)', 'is (17)', 'in (2)', 'id (5)', 'ie (17)', 'il (9)', 'it (6)', 'jp (6)', 'lv (11)', 'lt (12)', 'lu (14)', 'my (8)', 'mt (10)', 'mx (3)', 'ma (3)', 'nl (10)', 'nz (14)', 'ni (5)', 'no (11)', 'pa (7)', 'py (3)', 'pe (4)', 'ph (7)', 'pl (6)', 'pt (10)', 'ro (14)', 'ru (2)', 'sa (3)', 'sg (9)', 'sk (10)', 'za (5)', 'kr (3)', 'es (4)', 'se (11)', 'ch (10)', 'tw (10)', 'th (7)', 'tr (6)', 'ua (2)', 'ae (4)', 'uy (3)', 'vn (5)', 'ad (1)']"
Badoxa,135913.0,45,"['kizomba', 'portuguese pop']",['pt (8)']
Sa4,241730.0,59,"['deep german hip hop', 'german hip hop', 'german underground rap']","['at (5)', 'de (14)', 'lu (4)', 'ch (5)']"
POL1Z1STENS0HN a.k.a. Jan Böhmermann,43861.0,36,['german alternative rap'],"['at (1)', 'de (3)']"
Circle 9,81.0,0,[],"['is (12)', 'lt (9)']"
Dubbo,3025.0,6,['austin hip hop'],['lt (1)']
Isaiah Firebrace,52781.0,49,"['australian pop', 'australian talent show']","['us (1)', 'au (1)', 'at (1)', 'be (2)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'ee (2)', 'de (1)', 'gr (2)', 'hk (1)', 'hu (2)', 'is (2)', 'id (2)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (2)', 'lu (1)', 'my (1)', 'mt (2)', 'nl (1)', 'nz (1)', 'no (2)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'se (2)', 'ch (1)', 'tw (1)']"
Common,833451.0,62,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'neo soul', 'political hip hop', 'rap']","['us (1)', 'be (1)', 'ca (1)', 'dk (1)', 'hk (1)', 'is (1)', 'ie (1)', 'pa (1)', 'pl (1)', 'pt (1)', 'sk (1)']"
Dragana Kosic,4.0,0,[],['ni (1)']
YONII,155568.0,50,['german hip hop'],"['at (4)', 'de (6)', 'lu (1)', 'ch (3)']"
"Car, the garden",110672.0,51,"['k-indie', 'korean pop']","['id (1)', 'my (1)', 'th (1)']"
Rancore,170918.0,51,"['italian hip hop', 'italian indie pop', 'italian underground hip hop']",['it (2)']
HammAli,84170.0,42,[],"['ru (1)', 'ua (1)']"
Krozz,265.0,20,[],['lu (1)']
Kim Chiu,161108.0,34,"['classic opm', 'opm']",['ph (1)']
Tur-G,34914.0,38,"['dutch hip hop', 'dutch rap pop']",['nl (2)']
Boulevard des Airs,184089.0,48,"['francoton', 'french pop', 'variete francaise']",['fr (4)']
KsFreakWhatElse,37628.0,21,[],['at (1)']
Cheat Codes,2087675.0,71,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house', 'uk pop']","['us (7)', 'gb (4)', 'ar (3)', 'au (4)', 'at (5)', 'be (5)', 'bo (2)', 'br (3)', 'bg (4)', 'ca (7)', 'cl (2)', 'co (2)', 'cr (2)', 'cy (4)', 'cz (5)', 'dk (3)', 'do (2)', 'ec (2)', 'sv (2)', 'ee (6)', 'fi (5)', 'fr (2)', 'de (3)', 'gr (4)', 'gt (2)', 'hn (2)', 'hk (7)', 'hu (6)', 'is (2)', 'id (7)', 'ie (4)', 'il (1)', 'it (2)', 'jp (1)', 'lv (5)', 'lt (8)', 'lu (4)', 'my (7)', 'mt (4)', 'mx (2)', 'nl (4)', 'nz (4)', 'ni (3)', 'no (8)', 'pa (2)', 'py (2)', 'pe (2)', 'ph (8)', 'pl (7)', 'pt (4)', 'ro (1)', 'sg (9)', 'sk (8)', 'es (2)', 'se (8)', 'ch (6)', 'tw (10)', 'th (6)', 'tr (4)', 'uy (2)', 'vn (2)']"
Tornike Kipiani,951.0,16,[],['is (1)']
Sebastian Ingrosso,938110.0,62,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']","['gb (1)', 'ar (1)', 'au (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'ie (1)', 'it (1)', 'nl (1)', 'no (2)', 'pt (1)', 'sg (1)', 'se (2)']"
Berg,60743.0,47,"['progressive psytrance', 'psychedelic trance']",['il (1)']
CL,1064466.0,60,['k-pop'],"['bg (1)', 'hk (1)', 'id (2)', 'my (4)', 'ph (1)', 'sg (2)', 'kr (3)', 'tw (3)', 'vn (1)']"
Alain Clark,66131.0,45,"['dutch pop', 'dutch rock']",['nl (1)']
Gio,4830.0,32,['danish hip hop'],['dk (7)']
Klikkmonopolet,1505.0,44,['russelater'],['no (1)']
Kush Lmes,1.0,0,['drill espanol'],['do (1)']
Vicky Singh,1908.0,0,['indian lo-fi'],['in (1)']
Lil Baby,11530234.0,89,"['atl hip hop', 'atl trap', 'rap', 'trap']","['us (62)', 'gb (16)', 'au (6)', 'at (3)', 'be (6)', 'bg (14)', 'ca (51)', 'cy (10)', 'cz (3)', 'dk (5)', 'do (1)', 'ee (4)', 'fi (3)', 'fr (2)', 'de (3)', 'gr (11)', 'hn (1)', 'hk (2)', 'hu (4)', 'is (20)', 'ie (7)', 'il (4)', 'lv (7)', 'lt (10)', 'lu (16)', 'mt (11)', 'ma (4)', 'nl (5)', 'nz (5)', 'no (8)', 'pa (1)', 'pt (6)', 'ro (13)', 'sa (3)', 'sg (1)', 'sk (4)', 'za (13)', 'se (3)', 'ch (8)', 'tw (2)', 'th (1)', 'ae (7)']"
Miniminter,170281.0,36,['social media pop'],['gb (1)']
Marco Carta,84478.0,30,"['italian adult pop', 'italian pop rock']",['it (2)']
Greifarnir,1424.0,20,"['classic icelandic pop', 'icelandic pop']",['is (1)']
Lin Hsin Yi,48805.0,35,"['mandopop', 'taiwan pop']",['tw (4)']
Della,221802.0,48,"['mandopop', 'taiwan pop']","['hk (1)', 'sg (1)', 'tw (17)']"
Nahaze,5707.0,28,[],['it (1)']
Camila Cabello,27956268.0,82,"['dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (23)', 'gb (21)', 'ar (18)', 'au (18)', 'at (14)', 'be (18)', 'bo (12)', 'br (21)', 'bg (25)', 'ca (25)', 'cl (8)', 'co (14)', 'cr (16)', 'cy (24)', 'cz (15)', 'dk (12)', 'do (15)', 'ec (9)', 'eg (9)', 'sv (18)', 'ee (17)', 'fi (14)', 'fr (8)', 'de (12)', 'gr (25)', 'gt (11)', 'hn (11)', 'hk (24)', 'hu (24)', 'is (12)', 'in (8)', 'id (10)', 'ie (25)', 'il (11)', 'it (9)', 'jp (10)', 'lv (16)', 'lt (23)', 'lu (20)', 'my (25)', 'mt (22)', 'mx (11)', 'ma (8)', 'nl (17)', 'nz (16)', 'ni (14)', 'no (17)', 'pa (19)', 'py (8)', 'pe (10)', 'ph (19)', 'pl (16)', 'pt (25)', 'ro (14)', 'sa (9)', 'sg (25)', 'sk (25)', 'za (10)', 'kr (3)', 'es (13)', 'se (14)', 'ch (18)', 'tw (26)', 'th (17)', 'tr (6)', 'ae (10)', 'uy (19)', 'vn (13)']"
Shaggy,1795159.0,72,"['dance pop', 'pop rap', 'reggae fusion']","['us (1)', 'gb (2)', 'ar (1)', 'au (1)', 'at (1)', 'be (1)', 'br (1)', 'bg (1)', 'ca (3)', 'cl (2)', 'co (2)', 'cr (1)', 'cz (2)', 'do (1)', 'ec (2)', 'sv (2)', 'ee (1)', 'fi (4)', 'de (1)', 'gr (3)', 'gt (2)', 'hn (2)', 'hk (2)', 'hu (2)', 'is (1)', 'ie (2)', 'it (2)', 'lv (1)', 'lt (1)', 'my (2)', 'mt (1)', 'mx (3)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (2)', 'pa (2)', 'pe (1)', 'ph (2)', 'pl (2)', 'pt (1)', 'sa (1)', 'sg (2)', 'sk (2)', 'es (3)', 'se (1)', 'ch (2)', 'tw (2)', 'tr (2)']"
Los Flamers,17362.0,39,"['cumbia del sureste', 'cumbia salvadorena']","['gt (1)', 'ni (1)']"
The Cinematic Orchestra,577750.0,63,"['downtempo', 'electronica', 'ninja', 'nu jazz']","['co (1)', 'pt (1)', 'es (2)']"
Italian Somali,62084.0,41,['panamanian pop'],['pa (9)']
KEVVO,448041.0,65,"['perreo', 'reggaeton', 'reggaeton flow', 'trap latino']","['ar (1)', 'bo (1)', 'cl (4)', 'co (2)', 'cr (1)', 'do (2)', 'ec (2)', 'sv (2)', 'gt (2)', 'hn (3)', 'ni (2)', 'pa (2)', 'py (2)', 'pe (2)', 'es (3)', 'uy (2)']"
flowerboii,1038.0,35,[],"['at (1)', 'de (1)', 'ch (1)']"
Dante Spinetta,31515.0,38,"['argentine indie', 'argentine rock']","['ar (2)', 'uy (1)']"
Yamkee Productions,1015.0,26,[],['do (1)']
Katie Melua,483771.0,58,['uk pop'],['nl (1)']
ACTART,50433.0,40,"['thai indie pop', 'thai pop']",['th (2)']
Canking,8253.0,51,"['chill drill', 'melodic drill']",['gb (1)']
Dev Negi,532150.0,64,"['desi pop', 'filmi', 'modern bollywood']",['in (3)']
Pascal Letoublon,88957.0,61,[],"['at (1)', 'be (1)', 'fi (1)', 'fr (1)', 'de (1)', 'lu (1)', 'ch (1)']"
Prinssi Jusuf,1983.0,21,['finnish dance pop'],['fi (8)']
Deepend,42031.0,62,"['deep house', 'deep tropical house', 'new french touch', 'pop dance', 'pop edm', 'tropical house']","['at (2)', 'cz (1)', 'fi (1)', 'hu (2)', 'lt (2)', 'lu (1)', 'ro (1)', 'sk (1)', 'se (2)']"
Ex Rated Lover,4.0,0,[],['ua (1)']
Diego & Victor Hugo,2195484.0,71,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']","['br (18)', 'py (1)', 'pt (1)']"
Vallis Alps,131451.0,46,"['australian pop', 'vapor soul']",['au (3)']
Likybo,43029.0,44,['cali rap'],"['us (1)', 'gb (1)', 'au (1)', 'ca (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'is (1)', 'lv (1)', 'lt (1)', 'mt (1)', 'nz (1)', 'no (1)', 'se (1)']"
Catfish and the Bottlemen,955039.0,63,"['modern alternative rock', 'modern rock', 'rock', 'stomp pop', 'welsh rock']",['gb (18)']
Rocco Hunt,1443175.0,67,"['italian hip hop', 'italian pop', 'pop virale italiano', 'rap napoletano']","['it (40)', 'ch (2)']"
ADDA,141743.0,35,['romanian pop'],['ro (2)']
Amanda Seyfried,85707.0,67,"['hollywood', 'pop']","['gb (2)', 'hu (1)', 'is (3)', 'ie (3)', 'nz (1)', 'no (2)']"
Enes Batur,624185.0,36,[],['tr (4)']
Brianna,16878.0,47,['romanian pop'],['tr (1)']
Kizo,782321.0,65,"['polish hip hop', 'polish trap']",['pl (49)']
Laura,1704.0,29,[],['ee (2)']
Shamma Hamdan,75487.0,33,['khaliji'],['sa (2)']
ARY,11347.0,59,"['german hip hop', 'german trap']","['at (2)', 'de (2)', 'lu (1)', 'ch (1)']"
Huang Yali,1340.0,18,[],['tw (1)']
Wanton chulito,16081.0,53,[],"['co (1)', 'do (1)', 'pa (1)']"
Croupie,806.0,33,['ukrainian viral pop'],['ua (1)']
MILES,30472.0,45,['trap italiana'],['it (1)']
HLH flokkurinn og Sigga Beinteins,11.0,0,[],['is (1)']
Neffa,282784.0,56,"['italian adult pop', 'italian hip hop', 'italian indie pop', 'italian underground hip hop', 'rap napoletano']",['it (5)']
Mario,866.0,1,['italian pop'],['it (1)']
Diljit Dosanjh,4.0,0,[],['in (1)']
Reda Rwena,66796.0,41,"['german drill', 'german hip hop', 'german underground rap']",['de (1)']
Phuong Linh,35081.0,28,['v-pop'],['vn (1)']
Marisela,1539543.0,66,"['latin pop', 'ranchera']",['ni (2)']
Empress In Road,0.0,0,[],['ee (1)']
Piateed,1755.0,23,[],['no (4)']
Whales,31852.0,59,"['bass trap', 'dubstep', 'gaming edm']",['sa (1)']
Milan Stankovic,36374.0,36,['turbo folk'],['at (1)']
Spiff TV,6179.0,46,[],"['cl (1)', 'do (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'ni (1)', 'pa (1)', 'py (1)']"
Julie Maria,3289.0,20,['danish singer-songwriter'],['dk (1)']
Nirvair Pannu,243517.0,59,"['desi pop', 'punjabi pop']",['in (1)']
Raj Ranjodh,52436.0,46,"['desi hip hop', 'desi pop', 'punjabi pop']",['in (1)']
Only C,353673.0,47,['v-pop'],['vn (3)']
Kalash,470056.0,61,"['french hip hop', 'pop urbaine', 'rap antillais', 'trap antillais']","['at (1)', 'be (2)', 'fr (17)', 'de (1)', 'it (1)', 'lu (4)', 'ma (1)', 'ch (3)']"
La Joaqui,144621.0,60,"['argentine hip hop', 'rap latina']","['ar (2)', 'uy (2)']"
Nathaniel,9006.0,36,"['australian pop', 'australian talent show']","['au (2)', 'nz (1)']"
Frank Friendly,292.0,5,[],['no (1)']
Circus Mircus,2920.0,26,['georgian alternative'],['lt (1)']
Kraftklub,762956.0,63,"['german indie', 'german pop', 'german rock']","['at (4)', 'de (16)', 'lu (1)', 'ch (1)']"
Gajendra Verma,1688081.0,62,"['desi pop', 'filmi', 'modern bollywood']",['in (5)']
Bizzey,368880.0,62,"['dutch hip hop', 'dutch rap pop']","['be (6)', 'nl (53)', 'tr (1)']"
Oldzzies,0.0,0,[],['ee (1)']
Sophie Chen,11122.0,46,"['mandopop', 'taiwan singer-songwriter']",['tw (3)']
Carlos Rivera,3727370.0,72,"['latin arena pop', 'latin pop', 'mexican pop']","['ar (1)', 'bo (4)', 'co (1)', 'cr (5)', 'ec (2)', 'gt (3)', 'hn (1)', 'mx (13)', 'pa (1)', 'pe (3)', 'uy (2)']"
Michael Ray,430842.0,56,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']","['us (1)', 'ca (1)', 'tw (1)']"
Zookeepers,8206.0,45,['bass trap'],"['dk (2)', 'my (1)', 'ph (1)', 'sg (1)', 'tw (1)', 'th (1)']"
Youngn Lipz,78679.0,54,"['aussie drill', 'pop rap']","['au (8)', 'nz (2)']"
Enero,6910.0,20,['cumbia pop'],['uy (1)']
Paky,491113.0,71,"['italian hip hop', 'trap italiana']",['it (22)']
Marvel B,2302.0,0,[],['cl (1)']
yccc,937.0,43,['chinese viral pop'],['tw (1)']
Sonora Palacios,53866.0,45,['cumbia chilena'],['cl (2)']
The Struts,314006.0,58,"['glam rock', 'modern alternative rock', 'modern rock']","['pl (1)', 'ch (1)']"
Amatria,19055.0,39,"['latin rock', 'spanish indie pop', 'spanish modern rock', 'spanish noise pop']",['mx (1)']
Rotjoch,3871.0,54,"['dutch hip hop', 'dutch rap pop']",['nl (7)']
Squeezie,367412.0,52,['chanson virale'],"['be (1)', 'fr (7)', 'ch (1)']"
Chdry Saqib,1976.0,0,[],['in (1)']
SAYGRACE,173252.0,57,"['dance pop', 'pop', 'r&b']","['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (2)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (2)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
Talal Sam,6451.0,22,[],['sa (1)']
Bonde R300,575282.0,42,"['funk carioca', 'funk paulista']",['br (1)']
Dengaz,66996.0,32,"['hip hop tuga', 'rap angolano']",['pt (5)']
Ezad Lazim,5734.0,29,['malaysian pop'],['my (1)']
Karetus,39121.0,37,"['hip hop tuga', 'portuguese pop']",['pt (5)']
Wheatus,126347.0,63,['pop rock'],"['gb (1)', 'au (1)', 'at (1)', 'de (1)', 'ie (2)']"
Grend Kid,4321.0,33,[],"['cy (1)', 'gr (1)']"
Tegi Pannu,196582.0,61,"['desi hip hop', 'desi pop', 'punjabi pop']",['in (4)']
Gypso Ariigantha,758.0,29,[],['th (1)']
Gen Hoshino,1412333.0,64,"['j-acoustic', 'j-pop', 'japanese singer-songwriter']","['hk (2)', 'jp (21)', 'kr (2)', 'tw (2)', 'th (2)']"
Cap Gold,946.0,25,[],['lt (1)']
Janice Mangion,329.0,8,['maltese pop'],['mt (1)']
The Roots,1216070.0,59,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'philly rap', 'political hip hop', 'southern hip hop']",['fr (1)']
Mocedades,584481.0,56,"['bolero', 'cancion melodica', 'latin pop', 'pop romantico', 'ranchera']",['mx (1)']
Young Stoner Life,90775.0,65,"['hip hop', 'rap', 'southern hip hop', 'trap']","['us (10)', 'gb (3)', 'au (1)', 'at (2)', 'be (1)', 'bg (3)', 'ca (7)', 'cy (2)', 'dk (1)', 'eg (1)', 'ee (1)', 'fi (1)', 'de (2)', 'gr (2)', 'hu (1)', 'is (5)', 'ie (1)', 'il (1)', 'lv (3)', 'lt (2)', 'lu (3)', 'ma (3)', 'nl (1)', 'nz (1)', 'no (1)', 'pt (1)', 'ro (4)', 'ru (1)', 'sa (1)', 'sk (2)', 'za (7)', 'kr (2)', 'se (1)', 'ch (3)', 'ae (3)']"
Asala Maleh,18647.0,14,[],"['sa (2)', 'ae (1)']"
Yo Dawg Z,0.0,0,[],['ee (1)']
lovelytheband,360970.0,61,"['indie poptimism', 'modern alternative rock', 'modern rock']","['us (1)', 'ca (1)', 'ee (1)', 'lv (1)', 'lt (1)', 'mt (1)', 'nz (1)', 'sk (1)', 'tw (1)']"
Khrystyna Soloviy,158107.0,45,"['ukrainian folk rock', 'ukrainian pop', 'ukrainian rock']",['ua (2)']
Nks,18466.0,32,"['hungarian hip hop', 'hungarian underground rap']",['hu (1)']
ALLMO$T,821638.0,53,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']","['ph (6)', 'ae (1)']"
ZINNIA,27.0,0,[],['is (1)']
Ung Hoang Phuc,195065.0,37,['v-pop'],['vn (1)']
Strat,29039.0,56,['greek drill'],"['cy (2)', 'gr (15)']"
Manu Gavassi,724049.0,53,"['funk carioca', 'nova mpb', 'pop', 'pop nacional', 'post-teen pop']",['br (3)']
JR Torres,53365.0,60,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",['mx (1)']
3 Composers,27283.0,46,['indonesian pop'],['id (1)']
UNICEF Iceland,228.0,6,['icelandic hip hop'],['is (1)']
Vino,666.0,21,[],['no (1)']
Tareq Al Harbi,22099.0,19,['gulf hip hop'],"['sa (1)', 'ae (1)']"
Frank Ocean,9951370.0,83,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']","['us (17)', 'gb (10)', 'au (15)', 'at (1)', 'be (3)', 'bg (4)', 'ca (14)', 'cy (1)', 'dk (13)', 'ee (7)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (2)', 'hk (1)', 'hu (1)', 'is (20)', 'id (1)', 'ie (8)', 'lv (5)', 'lt (8)', 'lu (2)', 'mt (1)', 'nl (1)', 'nz (14)', 'no (7)', 'pl (1)', 'pt (6)', 'ro (1)', 'sa (1)', 'sg (2)', 'sk (3)', 'za (4)', 'se (6)', 'ch (3)', 'ae (2)']"
Nosowska,98696.0,44,"['polish alternative', 'polish pop']",['pl (2)']
Brent,5330.0,29,[],"['be (1)', 'nl (1)']"
Kyo,244161.0,51,"['chanson', 'francoton', 'french pop', 'french rock']",['fr (1)']
Tovino Thomas,6274.0,47,['mollywood'],['ae (1)']
Jimmy Bondoc,409546.0,46,"['classic opm', 'opm']",['ph (1)']
Thascya,1876.0,12,[],['br (2)']
Peso Pluma,72985.0,72,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']","['sv (1)', 'gt (2)', 'hn (1)', 'mx (2)', 'ni (1)']"
Equalz,75937.0,48,"['dutch hip hop', 'dutch pop', 'dutch rap pop']","['be (1)', 'nl (26)']"
One Function,4771.0,25,"['progressive psytrance', 'psychedelic trance']",['il (1)']
niinja,78.0,24,[],['fi (1)']
COSMO.,37.0,0,[],['hk (1)']
Annie Leigh,409.0,20,['christmas instrumental'],['fi (1)']
Airbag,363911.0,61,['argentine rock'],"['ar (3)', 'uy (1)']"
Bossy,17998.0,34,"['turkish hip hop', 'turkish trap', 'turkish trap pop']",['tr (1)']
MC Marks,887752.0,69,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']","['br (2)', 'pt (1)']"
Peter Lundblad,3886.0,31,['classic swedish pop'],['se (1)']
Adi Ulmansky,4456.0,32,"['israeli hip hop', 'israeli pop']",['il (2)']
OG-ANIC,659693.0,45,['thai hip hop'],['th (6)']
Distrito 23,70677.0,49,[],"['br (1)', 'pt (1)']"
EXO,9151459.0,69,"['k-pop', 'k-pop boy group']","['bg (6)', 'hk (11)', 'id (37)', 'jp (2)', 'lt (1)', 'my (35)', 'ph (14)', 'sg (15)', 'kr (6)', 'tw (16)', 'th (26)', 'vn (16)']"
Eirikur Hauksson,530.0,18,"['classic icelandic pop', 'icelandic rock']",['is (1)']
Skaldowie,31577.0,38,"['classic polish pop', 'polish pop']",['pl (1)']
100 First Songs' Participants,586.0,32,"[""muzika l'yeladim""]",['il (1)']
Iskrata,6855.0,23,['bulgarian pop'],['bg (1)']
Ben Delay,6377.0,35,"['deep groove house', 'groove room', 'house']",['bg (1)']
J-Dawg,2805.0,41,['russelater'],['no (1)']
Anni Lahe,1958.0,30,"['finnish dance pop', 'finnish pop']",['fi (4)']
La Joven Guardia,12215.0,30,"['pop romantico', 'rock nacional']",['ar (1)']
Frida Green,1837.0,37,['eurovision'],['se (1)']
R.E.M.,3671605.0,72,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']","['ar (1)', 'au (1)', 'be (1)', 'cr (1)', 'nz (1)', 'pe (1)', 'pl (1)', 'es (2)', 'tr (1)']"
Mister You,968075.0,61,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']","['fr (8)', 'ma (5)']"
WANIMA,1128711.0,60,"['j-pop', 'j-punk', 'j-rock', 'japanese pop punk', 'japanese punk rock']",['jp (8)']
ELLEGARDEN,474737.0,54,"['j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'japanese pop punk', 'japanese punk rock']",['jp (6)']
Hypzex,25153.0,49,['new school turkce rap'],['tr (1)']
Ismo,172609.0,50,"['dutch hip hop', 'dutch rap pop']","['be (1)', 'nl (47)']"
Superbrothers,134.0,10,['mgp'],['dk (1)']
Slimso,3843.0,17,"['slovak hip hop', 'slovak trap']",['sk (1)']
MAI LAN,19496.0,41,['french indie folk'],['fr (1)']
ReoNa,234902.0,55,"['anime', 'j-pixie']",['jp (1)']
Nico & Kim,7822.0,22,[],['tw (2)']
Kamil Hoffmann,11731.0,46,"['czech hip hop', 'czsk hip hop']",['sk (3)']
Tomas Heredia,8339.0,29,"['deep uplifting trance', 'progressive house', 'progressive trance']",['ar (1)']
SarahStiltner,0.0,0,[],['ni (5)']
Leo Gassmann,22392.0,28,[],['it (2)']
Balqees,218601.0,44,"['arab pop', 'khaleeji iraqi', 'khaliji', 'yemeni pop']","['eg (1)', 'ma (2)', 'sa (4)']"
Aleman,4091128.0,74,"['mexican hip hop', 'trap mexicano']",['mx (10)']
DA PUMP,338313.0,45,"['j-pop', 'j-pop boy group', 'japanese dance pop', 'okinawan pop']",['jp (3)']
b.G,355.0,46,['russelater'],['no (1)']
Raaban,418984.0,58,[],"['at (1)', 'br (1)', 'cl (1)', 'co (1)', 'cz (2)', 'dk (5)', 'ec (1)', 'sv (1)', 'ee (8)', 'fi (15)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hu (3)', 'is (1)', 'ie (1)', 'it (1)', 'lv (2)', 'lt (4)', 'mt (1)', 'nl (1)', 'no (14)', 'pa (1)', 'py (1)', 'pt (1)', 'ro (1)', 'sk (2)', 'es (1)', 'se (13)', 'ch (1)', 'tr (1)', 'uy (1)']"
Noa Kirel,330394.0,55,['israeli pop'],['il (18)']
Myles 6ix,5277.0,34,"['hip hop tuga', 'rap criolo']",['pt (1)']
Sukhwinder Singh,379324.0,66,"['classic bollywood', 'desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",['in (1)']
Joe Flizzow,214966.0,49,"['malay rap', 'malaysian hip hop', 'malaysian indie', 'malaysian pop', 'singaporean hip hop']",['my (11)']
William Last KRM,11957.0,26,['botswana pop'],['za (1)']
Humbe,367856.0,62,['monterrey indie'],"['bo (4)', 'cr (3)', 'ec (4)', 'sv (4)', 'gt (3)', 'hn (4)', 'mx (4)', 'ni (2)', 'pa (2)', 'py (1)', 'pe (5)']"
andreas odbjerg,37083.0,58,"['danish pop', 'scandinavian r&b']",['dk (7)']
Lulu Huang Lu Zi Yin,9028.0,24,['taiwan pop'],['tw (1)']
Noa,36231.0,41,['israeli pop'],['es (1)']
DJ Abdel,30064.0,43,"['french hip hop', 'french pop', 'rap marseille']",['fr (2)']
Chloe x Halle,1857184.0,60,"['alternative r&b', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']","['us (1)', 'my (1)', 'nz (1)', 'za (2)']"
Beatzarre & Djorkaeff,1254.0,36,[],"['at (1)', 'de (1)', 'lu (1)', 'ch (1)']"
Amuly,89399.0,54,['romanian trap'],['ro (30)']
Zlyj Reper Zenyk,5111.0,34,['ukrainian rock'],['ua (1)']
Akihito Okano,5374.0,37,[],['jp (1)']
Yanix,267840.0,56,"['russian hip hop', 'russian trap']","['ru (5)', 'ua (4)']"
Jon Lajoie,144988.0,57,"['comedy rap', 'comic', 'parody']","['at (1)', 'cy (1)', 'cz (1)', 'hu (1)', 'in (1)', 'sa (1)', 'sk (1)', 'ch (1)']"
Neck Deep,807103.0,64,"['pop punk', 'uk pop punk']","['gb (1)', 'id (1)']"
Jota Quest,1988986.0,63,"['brazilian rock', 'mpb', 'pop rock brasileiro', 'rock mineiro', 'rock nacional brasileiro']",['br (1)']
S1sco,9993.0,39,"['norwegian pop rap', 'norwegian trap']","['dk (1)', 'no (7)']"
Biggio e Mandelli,235.0,0,[],['it (1)']
